5, 0, 12
6, 0, 12
7, 0, 12
4, 0, 13
5, 0, 13
6, 0, 13
7, 0, 13
8, 0, 13
4, 0, 14
5, 0, 14
6, 0, 14
7, 0, 14
8, 0, 14
4, 0, 15
5, 0, 15
6, 0, 15
7, 0, 15
8, 0, 15
5, 0, 16
6, 0, 16
7, 0, 16
4, 1, 12
5, 1, 12
6, 1, 12
7, 1, 12
8, 1, 12
4, 1, 13
8, 1, 13
3, 1, 14
9, 1, 14
4, 1, 15
8, 1, 15
4, 1, 16
5, 1, 16
7, 1, 16
8, 1, 16
6, 1, 17
3, 2, 0
4, 2, 0
5, 2, 0
6, 2, 0
7, 2, 0
8, 2, 0
9, 2, 0
3, 2, 1
4, 2, 1
5, 2, 1
6, 2, 1
7, 2, 1
8, 2, 1
9, 2, 1
4, 2, 11
5, 2, 11
6, 2, 11
7, 2, 11
8, 2, 11
3, 2, 12
9, 2, 12
3, 2, 13
9, 2, 13
3, 2, 14
9, 2, 14
3, 2, 15
9, 2, 15
4, 2, 16
8, 2, 16
4, 2, 17
5, 2, 17
6, 2, 17
7, 2, 17
8, 2, 17
3, 3, 0
4, 3, 0
5, 3, 0
6, 3, 0
7, 3, 0
8, 3, 0
9, 3, 0
3, 3, 1
6, 3, 1
9, 3, 1
3, 3, 2
4, 3, 2
5, 3, 2
7, 3, 2
8, 3, 2
9, 3, 2
4, 3, 5
5, 3, 5
6, 3, 5
7, 3, 5
8, 3, 5
4, 3, 6
5, 3, 6
6, 3, 6
7, 3, 6
8, 3, 6
4, 3, 7
5, 3, 7
6, 3, 7
7, 3, 7
8, 3, 7
4, 3, 8
5, 3, 8
6, 3, 8
7, 3, 8
8, 3, 8
4, 3, 9
5, 3, 9
6, 3, 9
7, 3, 9
8, 3, 9
5, 3, 10
6, 3, 10
7, 3, 10
4, 3, 11
8, 3, 11
3, 3, 12
9, 3, 12
3, 3, 13
9, 3, 13
3, 3, 14
9, 3, 14
3, 3, 15
9, 3, 15
3, 3, 16
9, 3, 16
3, 3, 17
9, 3, 17
4, 3, 18
5, 3, 18
6, 3, 18
7, 3, 18
8, 3, 18
9, 3, 18
3, 4, 0
4, 4, 0
5, 4, 0
6, 4, 0
7, 4, 0
8, 4, 0
9, 4, 0
3, 4, 1
9, 4, 1
3, 4, 2
6, 4, 2
9, 4, 2
3, 4, 3
4, 4, 3
5, 4, 3
6, 4, 3
7, 4, 3
8, 4, 3
9, 4, 3
3, 4, 4
4, 4, 4
5, 4, 4
6, 4, 4
7, 4, 4
8, 4, 4
9, 4, 4
2, 4, 5
3, 4, 5
9, 4, 5
10, 4, 5
2, 4, 6
3, 4, 6
9, 4, 6
10, 4, 6
2, 4, 7
3, 4, 7
9, 4, 7
10, 4, 7
2, 4, 8
3, 4, 8
9, 4, 8
10, 4, 8
3, 4, 9
9, 4, 9
3, 4, 10
4, 4, 10
8, 4, 10
9, 4, 10
3, 4, 11
9, 4, 11
3, 4, 12
9, 4, 12
2, 4, 13
10, 4, 13
2, 4, 14
10, 4, 14
3, 4, 15
9, 4, 15
3, 4, 16
9, 4, 16
3, 4, 17
9, 4, 17
3, 4, 18
4, 4, 18
5, 4, 18
6, 4, 18
7, 4, 18
8, 4, 18
9, 4, 18
3, 5, 0
4, 5, 0
5, 5, 0
6, 5, 0
7, 5, 0
8, 5, 0
9, 5, 0
3, 5, 1
9, 5, 1
3, 5, 2
9, 5, 2
2, 5, 3
