1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.055304527282714844e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.870913982391357422e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.692267656326293945e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,3.518918275833129883e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,3.354294061660766602e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,3.195362567901611328e+00
1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,3.041250467300415039e+00
1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,2.900121212005615234e+00
1.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000000e+00,2.774185895919799805e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,2.656568288803100586e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000000e+01,2.554821252822875977e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+01,2.469053030014038086e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,2.395893335342407227e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,2.339718341827392578e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,2.300452232360839844e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000000e+01,2.275090694427490234e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01,2.266683816909790039e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.800000000000000000e+01,2.276793241500854492e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.900000000000000000e+01,2.304906845092773438e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,2.350684642791748047e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.100000000000000000e+01,2.295098781585693359e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+01,2.264106273651123047e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.300000000000000000e+01,2.256625175476074219e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.400000000000000000e+01,2.251583099365234375e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,2.257380008697509766e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.600000000000000000e+01,2.276619911193847656e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.700000000000000000e+01,2.314157247543334961e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.800000000000000000e+01,2.369493961334228516e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.900000000000000000e+01,2.443327903747558594e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,2.535512924194335938e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.100000000000000000e+01,2.644102096557617188e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.200000000000000000e+01,2.769379377365112305e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.932016611099243164e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.740695714950561523e+00
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.554603576660156250e+00
1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,3.376012086868286133e+00
1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,3.206973791122436523e+00
1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,3.044715881347656250e+00
1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,2.886032819747924805e+00
1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,2.738573551177978516e+00
1.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,2.602951765060424805e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,2.482486724853515625e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,2.371956586837768555e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+01,2.281651258468627930e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.300000000000000000e+01,2.204432249069213867e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.400000000000000000e+01,2.147277593612670898e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+01,2.105391263961791992e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.600000000000000000e+01,2.079311847686767578e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.700000000000000000e+01,2.070906877517700195e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01,2.081096649169921875e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.900000000000000000e+01,2.111253738403320312e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+01,2.118957042694091797e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.100000000000000000e+01,2.058274269104003906e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.200000000000000000e+01,2.024702548980712891e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.300000000000000000e+01,2.016822814941406250e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.400000000000000000e+01,2.038294315338134766e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+01,2.049815416336059570e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.600000000000000000e+01,2.072401762008666992e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.700000000000000000e+01,2.113585233688354492e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.800000000000000000e+01,2.172297000885009766e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.900000000000000000e+01,2.249774932861328125e+00
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,2.346271276473999023e+00
1.000000000000000000e+00,2.000000000000000000e+00,3.100000000000000000e+01,2.460825681686401367e+00
1.000000000000000000e+00,2.000000000000000000e+00,3.200000000000000000e+01,2.592687606811523438e+00
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.815937757492065430e+00
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.620837450027465820e+00
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.428725242614746094e+00
1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,3.243209362030029297e+00
